"LOCATION","Country","TL","Territory level","GEO","Geography","VAR","Variable","TIME","Time","Value","Flag Codes","Flags"
"USA","United States","CITY","City","USA115C","Marion (OR)","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5,,
"NOR","Norway","CITY","City","NO003C","Trondheim","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6.2,,
"ROU","Romania","CITY","City","RO023C","Constanţa","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.1,,
"USA","United States","CITY","City","USA09C","Miami (Greater)","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5.8,,
"GBR","United Kingdom","CITY","City","UK008C","Manchester","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.4,,
"BGR","Bulgaria","CITY","City","BG007C","Vidin","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",20.5,,
"GRC","Greece","CITY","City","EL009C","Kalamata","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15,,
"NLD","Netherlands","CITY","City","NL023C","Helmond","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.3,,
"ESP","Spain","CITY","City","ES056C","Elda","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.4,,
"GBR","United Kingdom","CITY","City","UK553C","Blackpool","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.9,,
"USA","United States","CITY","City","USA184C","Woodbury","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.2,,
"CZE","Czechia","CITY","City","CZ003C","Ostrava","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",22.8,,
"SWE","Sweden","CITY","City","SE003C","Malmö","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.4,,
"TUR","Türkiye","CITY","City","TR011C","Hatay","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",23.8,,
"MEX","Mexico","CITY","City","MEX57C","La Paz","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.2,,
"ESP","Spain","CITY","City","ES068C","Albacete","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.2,,
"USA","United States","CITY","City","USA200C","Ector","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5.6,,
"DEU","Germany","CITY","City","DE076C","Wetzlar","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.5,,
"DEU","Germany","CITY","City","DE091C","Kassel","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.4,,
"DEU","Germany","CITY","City","DE017C","Halle an der Saale","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.8,,
"GBR","United Kingdom","CITY","City","UK545C","Peterborough","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.8,,
"ROU","Romania","CITY","City","RO009C","Sibiu","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.6,,
"NOR","Norway","CITY","City","NO002C","Bergen","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5.8,,
"JPN","Japan","CITY","City","JPN05C","Sapporo","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.6,,
"HUN","Hungary","CITY","City","HU017C","Dunaújváros","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.2,,
"GBR","United Kingdom","CITY","City","UK506C","Doncaster","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.9,,
"MEX","Mexico","CITY","City","MEX48C","Cordoba","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.2,,
"ITA","Italy","CITY","City","IT031C","Salerno","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.3,,
"USA","United States","CITY","City","USA77C","Dauphin","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.7,,
"POL","Poland","CITY","City","PL064C","Włocławek","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.8,,
"GRC","Greece","CITY","City","EL006C","Volos","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.2,,
"DEU","Germany","CITY","City","DE104C","Wolfsburg","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.2,,
"JPN","Japan","CITY","City","JPN28C","Takamatsu","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.2,,
"USA","United States","CITY","City","USA199C","Midland","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5.8,,
"JPN","Japan","CITY","City","JPN62C","Ōizumi","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.9,,
"DEU","Germany","CITY","City","DE126C","Düren, Stadt","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11,,
"CAN","Canada","CITY","City","CAN19C","St Johns","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",4.4,,
"TUR","Türkiye","CITY","City","TR013C","Izmir","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",21.8,,
"COL","Colombia","CITY","City","COL21C","Sincelejo","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.2,,
"FRA","France","CITY","City","FR009C","Strasbourg","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.4,,
"DEU","Germany","CITY","City","DE019C","Wiesbaden","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.4,,
"COL","Colombia","CITY","City","COL32C","Magangue","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.9,,
"FRA","France","CITY","City","FR016C","Rennes","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.9,,
"GBR","United Kingdom","CITY","City","UK548C","Basingstoke and Deane","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.4,,
"POL","Poland","CITY","City","PL028C","Koszalin","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.4,,
"PRT","Portugal","CITY","City","PT007C","Ponta Delgada","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6.4,,
"DEU","Germany","CITY","City","DE070C","Offenburg","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.6,,
"USA","United States","CITY","City","USA139C","Larimer","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",4.7,,
"TUR","Türkiye","CITY","City","TR022C","Samsun","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",17.5,,
"POL","Poland","CITY","City","PL034C","Piła","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",17.5,,
"ESP","Spain","CITY","City","ES075C","Lleida","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.1,,
"FRA","France","CITY","City","FR055C","Lorient","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.4,,
"USA","United States","CITY","City","USA48C","Jefferson (AL)","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.3,,
"USA","United States","CITY","City","USA173C","Jackson (OR)","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5.6,,
"USA","United States","CITY","City","USA80C","Dane","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8,,
"DEU","Germany","CITY","City","DE106C","Bottrop","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",14.2,,
"ITA","Italy","CITY","City","IT026C","Cagliari","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.2,,
"USA","United States","CITY","City","USA31C","Columbus","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.7,,
"ESP","Spain","CITY","City","ES083C","Alcoy","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.8,,
"ITA","Italy","CITY","City","IT080C","Arezzo","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.6,,
"FRA","France","CITY","City","FR035C","Amiens","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10,,
"JPN","Japan","CITY","City","JPN10C","Naha","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.9,,
"COL","Colombia","CITY","City","COL29C","Girardot","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.8,,
"POL","Poland","CITY","City","PL030C","Jastrzębie-Zdrój","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",26.5,,
"CAN","Canada","CITY","City","CAN22C","Guelph","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.1,,
"ITA","Italy","CITY","City","IT057C","Bisceglie","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.8,,
"FRA","France","CITY","City","FR060C","Boulogne-sur-Mer","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.9,,
"COL","Colombia","CITY","City","COL11C","Santa Marta","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.7,,
"USA","United States","CITY","City","USA76C","Polk","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.5,,
"ESP","Spain","CITY","City","ES088C","Cuenca","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.1,,
"MEX","Mexico","CITY","City","MEX31C","Tuxtla Gutierrez","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",17.6,,
"FRA","France","CITY","City","FR038C","Annecy","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.6,,
"CHL","Chile","CITY","City","CL006C","Coquimbo-La Serena","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.8,,
"SVK","Slovak Republic","CITY","City","SK007C","Trnava","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.6,,
"GBR","United Kingdom","CITY","City","UK001C","London","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.4,,
"DEU","Germany","CITY","City","DE123C","Erlangen","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.4,,
"GBR","United Kingdom","CITY","City","UK006C","Liverpool","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.4,,
"ITA","Italy","CITY","City","IT070C","Ferrara","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",18.3,,
"ESP","Spain","CITY","City","ES004C","Sevilla","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12,,
"DEU","Germany","CITY","City","DE039C","Koblenz","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.7,,
"LVA","Latvia","CITY","City","LV002C","Liepāja","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.6,,
"PRT","Portugal","CITY","City","PT010C","Viseu","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7,,
"ITA","Italy","CITY","City","IT087C","L'Aquila","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.2,,
"USA","United States","CITY","City","USA116C","Allen","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.6,,
"CHL","Chile","CITY","City","CL009C","Quillota","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.8,,
"BEL","Belgium","CITY","City","BE004C","Charleroi","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.4,,
"POL","Poland","CITY","City","PL044C","Głogów","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.8,,
"CAN","Canada","CITY","City","CAN11C","Kitchener","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.3,,
"USA","United States","CITY","City","USA132C","Lancaster (NE)","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6.5,,
"USA","United States","CITY","City","USA73C","Hampden","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6.3,,
"SVK","Slovak Republic","CITY","City","SK003C","Banská Bystrica","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",17.5,,
"FRA","France","CITY","City","FR063C","Montbéliard","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.4,,
"NLD","Netherlands","CITY","City","NL002C","Alkmaar","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.8,,
"COL","Colombia","CITY","City","COL35C","Ipiales","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.5,,
"ROU","Romania","CITY","City","RO021C","Roman","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",14.9,,
"DNK","Denmark","CITY","City","DK003C","Odense","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11,,
"ITA","Italy","CITY","City","IT019C","Campobasso","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.7,,
"USA","United States","CITY","City","USA90C","Volusia-Daytona Beach","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5.5,,
"CHL","Chile","CITY","City","CL007C","Ovalle","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.1,,
"DNK","Denmark","CITY","City","DK002C","Århus","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.9,,
"AUT","Austria","CITY","City","AT004C","Salzburg","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.1,,
"ESP","Spain","CITY","City","ES035C","Talavera de la Reina","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.6,,
"DEU","Germany","CITY","City","DE095C","Osnabrück","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.1,,
"GBR","United Kingdom","CITY","City","UK027C","Stoke-on-Trent","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.9,,
"GBR","United Kingdom","CITY","City","UK573C","Bracknell Forest","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.7,,
"JPN","Japan","CITY","City","JPN45C","Kusatsu","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.7,,
"NLD","Netherlands","CITY","City","NL005C","Alphen aan den Rijn","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.9,,
"ITA","Italy","CITY","City","IT061C","Bagheria","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9,,
"MEX","Mexico","CITY","City","MEX71C","San Luis Rio Colorado","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",17.7,,
"DEU","Germany","CITY","City","DE041C","Kaiserslautern","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.3,,
"CAN","Canada","CITY","City","CAN24C","Brantford","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.6,,
"DEU","Germany","CITY","City","DE043C","Esslingen am Neckar","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.6,,
"COL","Colombia","CITY","City","COL19C","Palmira","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.2,,
"MEX","Mexico","CITY","City","MEX41C","Cajeme","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.6,,
"ESP","Spain","CITY","City","ES021C","Alicante/Alacant","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.8,,
"USA","United States","CITY","City","USA178C","Yuma","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9,,
"POL","Poland","CITY","City","PL038C","Stargard","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.9,,
"ESP","Spain","CITY","City","ES029C","San Fernando","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10,,
"USA","United States","CITY","City","USA155C","Benton (WA)","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5.7,,
"FRA","France","CITY","City","FR070C","Quimper","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.5,,
"USA","United States","CITY","City","USA84C","Utah","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6,,
"ITA","Italy","CITY","City","IT067C","Livorno","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.4,,
"POL","Poland","CITY","City","PL031C","Siedlce","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",20.4,,
"FRA","France","CITY","City","FR006C","Toulouse","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10,,
"USA","United States","CITY","City","USA158C","Butte","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6.5,,
"JPN","Japan","CITY","City","JPN27C","Kofu","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13,,
"FRA","France","CITY","City","FR054C","La Rochelle","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.7,,
"ROU","Romania","CITY","City","RO030C","Buzău","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.9,,
"USA","United States","CITY","City","USA125C","Washtenaw","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.2,,
"MEX","Mexico","CITY","City","MEX28C","Benito Juarez","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.9,,
"USA","United States","CITY","City","USA97C","Knox","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.1,,
"GBR","United Kingdom","CITY","City","UK016C","Aberdeen","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6.9,,
"JPN","Japan","CITY","City","JPN50C","Hitachi","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.7,,
"USA","United States","CITY","City","USA188C","Taylor","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6.2,,
"BGR","Bulgaria","CITY","City","BG018C","Vratsa","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",18.5,,
"ESP","Spain","CITY","City","ES045C","Melilla","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",19.1,,
"FRA","France","CITY","City","FR034C","Brest","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.2,,
"FRA","France","CITY","City","FR005C","Bordeaux","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.2,,
"ROU","Romania","CITY","City","RO013C","Giurgiu","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",17.1,,
"POL","Poland","CITY","City","PL022C","Konin","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",18,,
"DEU","Germany","CITY","City","DE090C","Hagen","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.7,,
"CHE","Switzerland","CITY","City","CH009C","St. Gallen","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.7,,
"FIN","Finland","CITY","City","FI007C","Lahti/Lahtis","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6.7,,
"DEU","Germany","CITY","City","DE006C","Essen","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.4,,
"JPN","Japan","CITY","City","JPN03C","Nagoya","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.2,,
"MEX","Mexico","CITY","City","MEX09C","Merida","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.9,,
"ITA","Italy","CITY","City","IT033C","Bolzano","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.1,,
"ESP","Spain","CITY","City","ES013C","Oviedo","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.9,,
"POL","Poland","CITY","City","PL036C","Ostrowiec Świętokrzyski","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",18.7,,
"MEX","Mexico","CITY","City","MEX25C","Reynosa","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.3,,
"MEX","Mexico","CITY","City","MEX84C","Tuxpan","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",14.6,,
"GBR","United Kingdom","CITY","City","UK513C","Medway","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.9,,
"USA","United States","CITY","City","USA140C","Boulder","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",4.6,,
"DEU","Germany","CITY","City","DE048C","Villingen-Schwenningen","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.6,,
"ITA","Italy","CITY","City","IT002C","Milano","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",22.2,,
"IRL","Ireland","CITY","City","IE002C","Cork","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.1,,
"GBR","United Kingdom","CITY","City","UK051C","Great Yarmouth","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.8,,
"USA","United States","CITY","City","USA22C","Las Vegas","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5.8,,
"ESP","Spain","CITY","City","ES087C","Collado Villalba","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.6,,
"USA","United States","CITY","City","USA134C","Sebastian","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8,,
"ESP","Spain","CITY","City","ES081C","Torrejón de Ardoz","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.8,,
"ITA","Italy","CITY","City","IT023C","Catanzaro","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.3,,
"CHL","Chile","CITY","City","CL013C","Melipilla","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",18.8,,
"ITA","Italy","CITY","City","IT030C","Foggia","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.5,,
"GRC","Greece","CITY","City","EL007C","Ioannina","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",18.6,,
"DEU","Germany","CITY","City","DE012C","Bremen","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.2,,
"GBR","United Kingdom","CITY","City","UK019C","Lincoln","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.7,,
"BGR","Bulgaria","CITY","City","BG001C","Sofia","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",20,,
"DEU","Germany","CITY","City","DE042C","Iserlohn","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.7,,
"GBR","United Kingdom","CITY","City","UK011C","Bristol","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.6,,
"HUN","Hungary","CITY","City","HU016C","Eger","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.6,,
"ITA","Italy","CITY","City","IT075C","Latina","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",14.4,,
"DEU","Germany","CITY","City","DE034C","Mönchengladbach","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.7,,
"MEX","Mexico","CITY","City","MEX81C","Piedras Negras","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.4,,
"COL","Colombia","CITY","City","COL38C","Facatativa","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.5,,
"MEX","Mexico","CITY","City","MEX74C","Lazaro Cardenas","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.8,,
"BGR","Bulgaria","CITY","City","BG008C","Stara Zagora","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.4,,
"USA","United States","CITY","City","USA179C","Racine","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.8,,
"ROU","Romania","CITY","City","RO022C","Bistriţa","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11,,
"CHL","Chile","CITY","City","CL008C","Calera","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.5,,
"ESP","Spain","CITY","City","ES053C","Irun","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.1,,
"PRT","Portugal","CITY","City","PT013C","Póvoa de Varzim","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.8,,
"DEU","Germany","CITY","City","DE120C","Hildesheim","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.1,,
"AUT","Austria","CITY","City","AT003C","Linz","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.9,,
"MEX","Mexico","CITY","City","MEX54C","Monclova","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.4,,
"USA","United States","CITY","City","USA75C","Sedgwick","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.1,,
"GBR","United Kingdom","CITY","City","UK589C","Southend-on-Sea","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.9,,
"MEX","Mexico","CITY","City","MEX23C","Tampico","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",14.5,,
"CHE","Switzerland","CITY","City","CH004C","Basel","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.6,,
"COL","Colombia","CITY","City","COL46C","Caucasia","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",17,,
"DEU","Germany","CITY","City","DE045C","Wilhelmshaven","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.2,,
"GBR","United Kingdom","CITY","City","UK528C","Northampton","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.8,,
"FRA","France","CITY","City","FR023C","Saint-Étienne","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.1,,
"USA","United States","CITY","City","USA113C","Bell","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.1,,
"HRV","Croatia","CITY","City","HR006C","Pula/Pola","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.5,,
"ESP","Spain","CITY","City","ES049C","Sanlúcar de Barrameda","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.4,,
"DEU","Germany","CITY","City","DE065C","Sindelfingen","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.1,,
"CZE","Czechia","CITY","City","CZ018C","Chomutov-Jirkov","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.8,,
"AUT","Austria","CITY","City","AT001C","Wien","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.8,,
"USA","United States","CITY","City","USA24C","Jackson (MO)","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.7,,
"ESP","Spain","CITY","City","ES041C","Guadalajara","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.8,,
"CAN","Canada","CITY","City","CAN07C","Quebec","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.6,,
"FRA","France","CITY","City","FR003C","Lille","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12,,
"JPN","Japan","CITY","City","JPN12C","Yokkaichi","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.3,,
"FRA","France","CITY","City","FR042C","Pau","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.8,,
"LVA","Latvia","CITY","City","LV001C","Rīga","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",18.5,,
"ROU","Romania","CITY","City","RO027C","Ploieşti","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",18.2,,
"USA","United States","CITY","City","USA79C","Pulaski","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.4,,
"CZE","Czechia","CITY","City","CZ004C","Plzeň","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.4,,
"POL","Poland","CITY","City","PL023C","Żory","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",25.9,,
"BGR","Bulgaria","CITY","City","BG003C","Varna","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.4,,
"MEX","Mexico","CITY","City","MEX18C","Chihuahua","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.8,,
"LUX","Luxembourg","CITY","City","LU001C","Luxembourg","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.6,,
"JPN","Japan","CITY","City","JPN49C","Hachinohe","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.3,,
"GBR","United Kingdom","CITY","City","UK023C","Portsmouth","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.9,,
"USA","United States","CITY","City","USA36C","Jefferson (KY)","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.2,,
