"LOCATION","Country","TL","Territory level","GEO","Geography","VAR","Variable","TIME","Time","Value","Flag Codes","Flags"
"USA","United States","CITY","City","USA118C","Stark","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.5,,
"ESP","Spain","CITY","City","ES022C","Vigo","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.7,,
"GBR","United Kingdom","CITY","City","UK046C","Mansfield","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.1,,
"USA","United States","CITY","City","USA185C","Tampa-Hernando","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5.5,,
"PRT","Portugal","CITY","City","PT005C","Coimbra","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.2,,
"FRA","France","CITY","City","FR002C","Lyon","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12,,
"POL","Poland","CITY","City","PL027C","Kalisz","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",22.4,,
"PRT","Portugal","CITY","City","PT015C","Guimarães","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.5,,
"DEU","Germany","CITY","City","DE103C","Recklinghausen","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.1,,
"USA","United States","CITY","City","USA154C","Merced","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.9,,
"USA","United States","CITY","City","USA106C","Jefferson (TX)","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.5,,
"NLD","Netherlands","CITY","City","NL040C","Soest","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.6,,
"ESP","Spain","CITY","City","ES067C","Salamanca","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.2,,
"USA","United States","CITY","City","USA162C","Tuscaloosa","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.6,,
"DEU","Germany","CITY","City","DE029C","Schwerin","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.7,,
"DEU","Germany","CITY","City","DE089C","Lübeck","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.9,,
"ROU","Romania","CITY","City","RO033C","Râmnicu Vâlcea","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",14.8,,
"USA","United States","CITY","City","USA92C","Sonoma","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6.5,,
"ESP","Spain","CITY","City","ES062C","Jerez de la Frontera","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11,,
"MEX","Mexico","CITY","City","MEX11C","San Luis Potosi","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",14.7,,
"FRA","France","CITY","City","FR026C","Lens","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.7,,
"CHL","Chile","CITY","City","CL018C","Linares","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",31.7,,
"DEU","Germany","CITY","City","DE088C","Oberhausen","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.1,,
"USA","United States","CITY","City","USA109C","Monterey","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5.4,,
"SWE","Sweden","CITY","City","SE014C","Borås","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5.3,,
"DEU","Germany","CITY","City","DE117C","Cottbus","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13,,
"DEU","Germany","CITY","City","DE069C","Friedrichshafen","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.2,,
"COL","Colombia","CITY","City","COL07C","Cucuta","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.8,,
"MEX","Mexico","CITY","City","MEX77C","Cuauhtemoc","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.1,,
"USA","United States","CITY","City","USA204C","Napa","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7,,
"POL","Poland","CITY","City","PL021C","Suwałki","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.5,,
"USA","United States","CITY","City","USA124C","Vanderburgh","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.2,,
"USA","United States","CITY","City","USA47C","Wake","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.4,,
"DEU","Germany","CITY","City","DE051C","Konstanz","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.3,,
"GBR","United Kingdom","CITY","City","UK558C","Newport","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.7,,
"NLD","Netherlands","CITY","City","NL012C","Deventer","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.2,,
"CHE","Switzerland","CITY","City","CH010C","Biel/Bienne","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.3,,
"USA","United States","CITY","City","USA213C","Mercer","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.3,,
"USA","United States","CITY","City","USA59C","El Paso (TX)","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7,,
"NLD","Netherlands","CITY","City","NL021C","Heemskerk","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.9,,
"ROU","Romania","CITY","City","RO034C","Suceava","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",14.2,,
"JPN","Japan","CITY","City","JPN59C","Marugame","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.4,,
"DEU","Germany","CITY","City","DE030C","Erfurt","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.2,,
"BGR","Bulgaria","CITY","City","BG015C","Pazardzhik","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",20.2,,
"JPN","Japan","CITY","City","JPN30C","Tokushima","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.8,,
"MEX","Mexico","CITY","City","MEX32C","Pachuca de Soto","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.7,,
"NLD","Netherlands","CITY","City","NL039C","Sittard-Geleen","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.2,,
"FRA","France","CITY","City","FR058C","Chartres","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.2,,
"ESP","Spain","CITY","City","ES089C","Eivissa","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8,,
"FRA","France","CITY","City","FR049C","Fréjus","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.9,,
"GBR","United Kingdom","CITY","City","UK580C","Rushmoor","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10,,
"DEU","Germany","CITY","City","DE092C","Hamm","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.4,,
"USA","United States","CITY","City","USA34C","Salt Lake","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.5,,
"DEU","Germany","CITY","City","DE111C","Pforzheim","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10,,
"SWE","Sweden","CITY","City","SE008C","Örebro","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5.8,,
"DEU","Germany","CITY","City","DE107C","Heilbronn","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.9,,
"ROU","Romania","CITY","City","RO016C","Târgu Jiu","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.5,,
"MEX","Mexico","CITY","City","MEX15C","Villahermosa","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.2,,
"JPN","Japan","CITY","City","JPN15C","Niigata","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.1,,
"DEU","Germany","CITY","City","DE082C","Gelsenkirchen","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.8,,
"JPN","Japan","CITY","City","JPN22C","Shizuoka","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.8,,
"COL","Colombia","CITY","City","COL27C","Florence","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.6,,
"COL","Colombia","CITY","City","COL20C","Popayan","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.8,,
"USA","United States","CITY","City","USA25C","Indianapolis","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.2,,
"MEX","Mexico","CITY","City","MEX40C","Mazatlan","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.3,,
"USA","United States","CITY","City","USA85C","Lancaster (PA)","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.7,,
"FRA","France","CITY","City","FR048C","Valence","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.4,,
"MEX","Mexico","CITY","City","MEX90C","Zapotlan el Grande","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.6,,
"USA","United States","CITY","City","USA143C","Erie (PA)","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.2,,
"ESP","Spain","CITY","City","ES014C","Pamplona/Iruña","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.3,,
"FRA","France","CITY","City","FR040C","Bayonne","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.7,,
"JPN","Japan","CITY","City","JPN58C","Omuta","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.2,,
"BGR","Bulgaria","CITY","City","BG004C","Burgas","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",14.5,,
"GBR","United Kingdom","CITY","City","UK510C","Sunderland","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.1,,
"ROU","Romania","CITY","City","RO026C","Braşov","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.6,,
"COL","Colombia","CITY","City","COL47C","Sabanalarga","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.9,,
"MEX","Mexico","CITY","City","MEX01C","Mexico City","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",18.2,,
"TUR","Türkiye","CITY","City","TR020C","Manisa","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",28.4,,
"POL","Poland","CITY","City","PL011C","Białystok","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.6,,
"USA","United States","CITY","City","USA29C","Sacramento","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7,,
"USA","United States","CITY","City","USA54C","Albuquerque","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5.2,,
"MEX","Mexico","CITY","City","MEX43C","Guadalupe","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.8,,
"JPN","Japan","CITY","City","JPN56C","Yonago","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",14,,
"ESP","Spain","CITY","City","ES063C","San Sebastián/Donostia","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.4,,
"CAN","Canada","CITY","City","CAN17C","St Catharines","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7,,
"GBR","United Kingdom","CITY","City","UK014C","Leicester","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11,,
"USA","United States","CITY","City","USA64C","Lehigh","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.8,,
"TUR","Türkiye","CITY","City","TR023C","Siirt","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",35.5,,
"PRT","Portugal","CITY","City","PT014C","Sintra","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.6,,
"CHL","Chile","CITY","City","CL001C","Arica","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",14.4,,
"USA","United States","CITY","City","USA172C","Rochester (MN)","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.3,,
"GBR","United Kingdom","CITY","City","UK533C","York","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.4,,
"DEU","Germany","CITY","City","DE093C","Herne","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",14,,
"MEX","Mexico","CITY","City","MEX04C","Puebla","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.4,,
"FRA","France","CITY","City","FR051C","Mantes-la-Jolie","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.3,,
"NLD","Netherlands","CITY","City","NL007C","Apeldoorn","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.8,,
"DEU","Germany","CITY","City","DE056C","Bayreuth","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.7,,
"DEU","Germany","CITY","City","DE011C","Düsseldorf","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.4,,
"NZL","New Zealand","CITY","City","NZL57C","Kaiapoi","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.8,,
"POL","Poland","CITY","City","PL026C","Płock","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",18.4,,
"USA","United States","CITY","City","USA08C","Houston","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.9,,
"MEX","Mexico","CITY","City","MEX82C","Comitan de Dominguez","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.7,,
"ITA","Italy","CITY","City","IT056C","Battipaglia","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.2,,
"COL","Colombia","CITY","City","COL30C","Cartago","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.1,,
"ESP","Spain","CITY","City","ES032C","Torrevieja","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.9,,
"PRT","Portugal","CITY","City","PT016C","Vila Franca de Xira","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.3,,
"AUS","Australia","CITY","City","AUS18C","Ballarat","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.2,,
"POL","Poland","CITY","City","PL018C","Zielona Góra","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",14.6,,
"POL","Poland","CITY","City","PL004C","Wrocław","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",19.8,,
"CHL","Chile","CITY","City","CL005C","Copiapo","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",17.4,,
"DEU","Germany","CITY","City","DE033C","Karlsruhe","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11,,
"KOR","Korea","CITY","City","KOR19C","Gunsan","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",23.7,,
"PRT","Portugal","CITY","City","PT004C","Funchal","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5.1,,
"GBR","United Kingdom","CITY","City","UK010C","Sheffield","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.9,,
"MEX","Mexico","CITY","City","MEX06C","Tijuana","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.5,,
"GBR","United Kingdom","CITY","City","UK569C","Ipswich","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.6,,
"USA","United States","CITY","City","USA38C","Davidson","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.6,,
"AUT","Austria","CITY","City","AT005C","Innsbruck","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.2,,
"CZE","Czechia","CITY","City","CZ011C","Zlín","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.8,,
"FRA","France","CITY","City","FR001C","Paris","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.8,,
"JPN","Japan","CITY","City","JPN02C","Osaka","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.5,,
"BGR","Bulgaria","CITY","City","BG010C","Dobrich","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.3,,
"DEU","Germany","CITY","City","DE118C","Siegen","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.5,,
"DEU","Germany","CITY","City","DE037C","Saarbrücken","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.3,,
"JPN","Japan","CITY","City","JPN19C","Kagoshima","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.2,,
"PRT","Portugal","CITY","City","PT009C","Faro","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.2,,
"USA","United States","CITY","City","USA131C","Luzerne","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.1,,
